x,y,tx,ty
1233.04,-1216.48,0.12771,-0.154937
-1827.18,-1540.33,-0.181978,-0.195932
1896.64,1290.78,0.256108,0.165078
629.228,-302.054,0.0276219,-0.0383178
-2753.57,197.834,-0.590508,0.0278561
-1065.99,960.061,-0.0143317,0.119438
-498.226,-1425.75,-0.124642,-0.181598
-349.223,-143.333,-0.291708,-0.0170503
-355.062,1191.2,-0.0665301,0.15212
-3079.92,1571.18,-0.632226,0.0650358
2097.67,250.174,0.69879,0.0283252
-1379.71,-604.559,-0.188843,-0.0773964
150.561,-651.022,0.403593,-0.0679711
1186.92,1463.06,0.162303,0.186977
369.165,368.472,0.0786291,0.0471236
-20.2394,376.37,-0.133593,0.0470156
-466.944,875.444,0.135535,0.105907
-25.358,966.263,0.136059,0.120532
-646.168,-1336.73,-0.278922,-0.163292
-1827.71,-1572.32,-0.168511,-0.199709
908.897,888.096,0.210871,0.112751
-1329.19,-1514.37,-0.460689,-0.174955
2415.16,-1408.25,0.483548,-0.175684
-476.519,419.572,-0.0810561,0.0536202
147.33,209.775,-0.00836557,0.0267081
-199.697,342.349,-0.0990389,0.0435318
-935.841,570.993,-0.102132,0.072816
818.177,-1446.95,0.0342396,-0.183449
-1968.03,-1459.24,-0.264794,-0.186533
1268.36,-1658.45,0.201623,-0.211569
-41.1679,-356.969,0.392858,-0.0360818
1943.02,1051.5,0.417602,0.132688
-114.019,-336.665,0.185594,-0.0407623
-2606.45,715.011,-0.509677,0.0965815
-1119.2,1486.61,-0.200704,0.189263
-1508.02,291,-0.178453,0.0371143
-1725.25,1589.56,-0.384473,0.197383
1769.83,-1602.48,0.290177,-0.203938
-491.737,-817.156,-0.136749,-0.103903
1259.65,466.247,0.128728,0.0592817
1241.06,-678.916,0.203847,-0.0869915
-2237.96,587.7,-0.378176,0.0771068
80.9323,-1326.19,0.0455953,-0.169183
-2138.23,-960.707,-0.787157,-0.0950855
-495.155,-71.8774,-0.138456,-0.00920499
1571.12,539.069,0.246815,0.0692206
-1791.76,1057.04,-0.194721,0.134326
86.1457,-1660.47,-0.116237,-0.207669
-1269.64,1024.18,-0.261513,0.13003
-1949.45,19.94,-0.29203,0.00248195
-1275.44,33.7955,-0.10438,0.0043563
1675.58,-751.433,0.184538,-0.0952572
-1674.88,210.635,-0.323435,0.0269843
-1609.14,-284.706,-0.12364,-0.0351769
-1527.67,1412.67,-0.183604,0.180403
1156.11,1298.27,0.128588,0.165649
-3554.72,-1195.99,-0.908426,-0.176893
-484.62,647.979,-0.0118205,0.0824122
787.276,-1023.51,0.435429,-0.114444
-1573.14,-297.978,-0.21071,-0.0381958
-556.385,-654.357,-0.0618574,-0.0836206
-1081.97,-1500.49,0.00866271,-0.184868
-2124.96,-1234.18,-0.297682,-0.158203
2041.5,-1324.01,0.250918,-0.168998
1686.72,488.249,0.228076,0.0625302
-2532.15,-589,-0.615521,-0.0774125
236.746,1594.98,-0.0235303,0.202689
-521.248,-1495.68,-0.0474996,-0.190891
-389.258,249.333,-0.104534,0.0317663
1328.51,-816.643,0.14124,-0.103846
-1052.7,650.448,-0.0775467,0.0823777
1188.71,1613.97,0.132032,0.205761
2106.76,743.499,0.293524,0.095727
-1452.46,759.288,-0.100845,0.0949498
1614.89,-322.099,0.311924,-0.0413988
-1519.97,-1488.1,-0.268797,-0.189552
-932.649,404.748,-0.191327,0.0515654
-2657.95,145.967,-0.697162,0.0191597
3100.5,-1452.81,0.962409,-0.1341
1718,-1219.58,0.164835,-0.15443
1490.94,1337.97,0.0862547,0.16758
1445.8,-1527.51,0.201876,-0.195152
-1988.32,-532.591,-0.267196,-0.0683081
160.755,1552.66,-0.0442253,0.196951
1414.57,939.42,0.143498,0.119352
197.981,1373.46,-0.399052,0.128343
471.717,1510.84,0.0748083,0.193056
151.332,-866.277,0.0113222,-0.110659
-1619.38,1534.83,-0.736255,0.127619
-962.571,440.781,-0.165623,0.0563199
-1374.67,-666.596,-0.0882432,-0.0831285
-812.071,-691.249,-0.00465175,-0.0866589
48.1471,1035.44,-0.208225,0.124294
1628.12,-1623.1,0.171409,-0.206958
349.711,901.839,-0.0411233,0.113942
417.631,782.298,0.164042,0.0987225
-744.167,665.311,-0.0672933,0.0848654
-719.684,-1580.13,-0.117966,-0.201908
33.6839,163.402,0.0742269,0.0207416
-1045.96,-340.461,-0.168603,-0.0436382
-998.789,311.573,-0.140657,0.0398804
239.499,1263.64,0.344031,0.141487
-398.39,-1381.95,-0.0986548,-0.176201
-1326.36,-979.239,-0.0712839,-0.122371
-704.764,786.155,0.0184201,0.0985498
-710.133,1289.03,-0.05093,0.164273
1711.31,-142.349,0.230153,-0.0182189
1178.97,-39.8524,-0.0549573,-0.00450698
723.411,1316.49,-0.112634,0.157439
-860.874,-878.701,-0.137037,-0.11239
-1624.55,1116.01,-0.329042,0.141341
607.352,-49.5537,0.0657099,-0.00632308
836.341,535.322,0.142017,0.0684698
-1292.13,-223.916,-0.472025,-0.0264865
1399.93,516.541,0.216921,0.0662767
-830.28,1221.41,-0.351427,0.144874
-17.1331,1147.54,-0.0174368,0.14657
2029.87,652.337,0.324242,0.0844854
-8.4941,62.9994,-0.221912,0.00757654
532.278,-774.164,0.0569435,-0.0988202
-1301.77,-516.589,-0.0446119,-0.0633581
658.335,987.718,0.0737479,0.126149
-2279.73,1764.06,-0.530291,0.204772
344.273,-682.567,0.400225,-0.0742012
-2861.09,-1371.16,-0.925589,-0.128966
2268.99,596.334,0.399508,0.0785946
-1575.74,-1045.64,-0.668301,-0.103932
2209.77,1629.79,0.853842,0.123035
2726.37,-1156.74,0.911191,-0.113885
439.069,-1664.36,0.215351,-0.204829
-2689.48,361.931,-0.582757,0.0502133
-155.539,1604.69,-0.00783548,0.20508
953.291,-819.193,0.109735,-0.104582
-17.3427,-820.245,-0.0527565,-0.104522
-1735.83,1596.17,-0.189679,0.203292
-1247.95,-1648.52,-0.207241,-0.210454
103.195,-621.812,0.0807878,-0.0789934
-1281.48,458.829,-0.121183,0.058254
-1259.78,-126.446,-0.127186,-0.0160298
-1639.57,900.518,-0.170177,0.114236
-439.58,-940.077,-0.0756441,-0.120121
-245.081,261.201,-0.353967,0.0293293
1366.54,627.156,0.273825,0.0799911
-787.915,1390.28,-0.172477,0.176504
-1231.12,-909.919,-0.219741,-0.116333
1159.45,1406.06,0.257392,0.17776
-2515.67,391.828,-0.492823,0.0532015
-12.8658,-272.077,-0.169569,-0.0335064
-259.129,-231.655,-0.0535106,-0.0295845
-1643.99,1018.51,-0.221041,0.130311
-2567.27,1432.08,-0.673834,0.158749
315.448,-335.457,0.21856,-0.04141
1006.11,532.309,0.110325,0.0678905
-2240.26,-811.142,-0.335409,-0.105388
1897.83,125.914,0.252452,0.0161686
-896.042,-1626.7,0.022548,-0.201364
979.381,-231.435,0.139459,-0.0296564
247.9,1525.02,0.00679337,0.194585
21.4626,28.6742,-0.0479321,0.00366344
1143.25,-944.845,0.209313,-0.120712
1063.93,-1719.32,0.196474,-0.218644
-1554.83,-1520.36,-0.208496,-0.194312
-242.898,1557.39,-0.0827301,0.198262
761.395,563.485,0.0591686,0.0717715
694.95,1340.59,-0.00711566,0.168548
-16.2049,-1006.2,0.412966,-0.0994977
-808.845,-450.233,-0.122818,-0.0575551
1981.45,611.04,0.266173,0.0784082
1726.38,302.906,0.197599,0.0384715
779.104,-351.717,0.425606,-0.0400609
1452.2,865.028,0.265425,0.110533
-72.7092,-143.025,0.0128581,-0.0183226
1936.8,-612.698,0.361743,-0.0793914
-290.315,1139.14,0.0223013,0.144777
1744.57,929.395,0.207301,0.118412
1536,1166.99,0.185718,0.148921
1643.28,1135.45,0.25451,0.145327
712.542,-1602.51,0.22926,-0.199545
508.327,1370.29,-0.311784,0.138711
105.572,-1424.45,0.0819052,-0.18082
4.18561,302.678,-0.271177,0.0351581
-898.615,1158.78,-0.133231,0.148089
733.341,-1382.95,0.19197,-0.174753
-534.696,1166.29,0.0149892,0.147428
371.852,-1064.15,0.0332359,-0.135943
623.18,74.851,0.121,0.00960349
1995.28,-942.576,0.265775,-0.120722
551.055,-1683.66,0.079843,-0.215112
-1166.65,1586.26,-0.184214,0.202612
491.304,1579.52,0.301451,0.187811
-81.9124,-531.31,0.129315,-0.0662319
-1468.45,1436.69,-0.26482,0.182178
1400.95,1095.49,0.194775,0.140152
687.269,-595.173,0.189395,-0.0755066
-2402.2,1717.7,-0.392194,0.214422
-1326.01,66.5064,-0.0845836,0.0083662
1141.71,664.872,0.13366,0.0848683
-1643.41,127.368,-0.182986,0.0161453
792.32,-1364.69,0.123223,-0.174396
-3152.96,-901.085,-0.702975,-0.132549
6.74374,3.88664,-0.203151,0.000564005
855.272,142.401,0.0467998,0.0180763
1228.06,-1504.75,0.372981,-0.181525
766.121,-106.988,0.108579,-0.0136764
106.988,1234.18,0.286837,0.1428
-402.467,1634.13,-0.00410527,0.208075
1903.51,-1328.73,0.194399,-0.168739
1831.57,-1042.01,0.389371,-0.131969
1079.23,371.534,0.119359,0.0474282
949.867,538.359,0.149452,0.0688929
265.987,1064.04,0.0229982,0.13592
-1881.37,45.5747,-0.349264,0.0057677
666.458,107.644,0.0175803,0.0136352
-2105,868.258,-0.30398,0.111809
828.046,1228.17,-0.0245717,0.152444
2044.79,-538.568,0.613675,-0.0642965
-700.143,-1549.31,-0.0788335,-0.197851
882.879,-614.42,0.100236,-0.0783769
-699.385,-792.306,-0.0800373,-0.101136
1422.12,1469.79,0.28384,0.185989
1976.02,65.3636,0.28412,0.0084903
67.9472,754.14,0.0635089,0.0960397
721.173,-1158.88,0.0835621,-0.147973
-2955.62,478.857,-0.682884,0.0689899
-536.024,211.869,-0.0808214,0.0271074
-1204.57,457.367,-0.13123,0.0582599
3252.37,-741.992,0.774928,-0.113109
1286.19,1228.36,0.243277,0.156462
-2027.67,-460.807,-0.239829,-0.058366
-3679.76,704.121,-1.07759,0.110852
398.352,-70.9457,0.0785223,-0.00909656
-427.36,-1389.19,-0.231225,-0.170994
248.796,-721.391,0.0204826,-0.0921937
-611.172,-247.579,0.101152,-0.0299217
1954.76,1530.48,0.212065,0.195112
1865.26,621.903,0.202814,0.0785047
-262.31,-1635.5,-0.0526172,-0.208913
-1205.46,980.875,0.015135,0.119042
-1332.42,644.133,-0.229703,0.082387
1001,339.736,0.162359,0.0434501
1665.03,1692.49,0.197645,0.215963
162.24,-1673.13,0.159323,-0.207675
-98.3109,306.929,0.285406,0.0349667
-1420.25,565.52,-0.304006,0.0719343
-1157.2,1019.71,-0.178739,0.130338
1284.06,-108.257,0.184196,-0.0139086
179.223,-278.76,0.000430455,-0.0355283
247.752,-803.337,0.0238085,-0.1026
1047.39,-1698.87,0.120948,-0.21704
-1322.63,-942.47,-0.181789,-0.12058
-861.048,588.451,-0.34067,0.0711605
1389.75,20.6968,0.339206,0.00256844
718.576,-1509.92,0.417551,-0.165763
2478.57,-1679.1,0.810284,-0.151485
488.73,328.818,0.0863224,0.0419725
-753.893,-632.685,0.0695224,-0.0770845
901.886,408.713,0.0687844,0.0518682
27.3924,-1631.38,0.0293087,-0.208238
-518.454,-681.417,-0.0750135,-0.087079
318.497,-622.059,0.0081669,-0.0792577
833.319,-844.526,0.0590456,-0.107265
358.658,-917.23,0.257149,-0.111169
269.546,-334.365,0.0951484,-0.0426318
-244.989,-355.556,-0.042793,-0.0454457
-1706.76,384.809,-0.292351,0.0495566
243.91,-321.218,0.0591794,-0.0410822
-1653.49,-813.26,-0.362281,-0.103137
-1220.96,-747.703,-0.492488,-0.0851511
1760.71,1629.08,0.234245,0.2083
-2102.51,-1367.01,-0.290314,-0.174897
-3539.96,-682.94,-0.9318,-0.114679
-1551.28,1459.83,-0.514013,0.163778
280.474,256.59,0.00567051,0.0326693
-1602.08,1644.6,-0.144755,0.208487
83.1141,917.345,-0.145086,0.113441
43.1276,993.238,-0.0103506,0.126849
-1749.37,-1749.02,-0.386884,-0.21697
1568.53,1379.5,0.589028,0.145664
-2342.65,1692.95,-0.362758,0.21358
576.223,-111.621,0.0361703,-0.0141995
-1062.17,846.64,-0.169161,0.108293
-1623.21,-956.986,-0.277176,-0.122595
1110.73,-1270.57,0.191109,-0.162187
-438.483,178.958,-0.103405,0.0228251
-647.055,1590.28,-0.099141,0.203116
-2484.07,1579.87,-0.491636,0.194158
2255.31,-813.484,0.341551,-0.105892
1843.81,-609.185,0.322282,-0.0786688
1833.58,993.596,0.224736,0.126731
691.972,1665.75,0.244285,0.206272
-2530.51,1310.83,-0.901697,0.108965
-46.1306,-435.329,0.0726951,-0.0552463
97.8992,-97.9661,-0.265753,-0.0111587
-457.696,1363.99,-0.120263,0.173482
-522.588,-1357.25,0.312014,-0.137008
-1822.83,958.696,-0.169543,0.120464
3265.48,-357.434,0.721498,-0.0575893
-2405.5,1636.65,-0.869028,0.127313
-2822.74,-481.396,-0.593112,-0.0690265
1598.8,1372.33,0.106369,0.172406
-773.394,-949.492,-0.0787879,-0.121204
-1968.36,-90.3703,-0.260535,-0.0116363
-1268.93,257.33,-0.217575,0.0328686
-652.512,1202.76,0.17554,0.139268
-543.524,-361.658,-7.50532e-05,-0.0457795
-768.274,1039.04,-0.17938,0.132045
-1025.72,1465.23,-0.0690352,0.186165
-455.867,673.216,-0.131627,0.0856097
650.88,-630.322,0.0335808,-0.0800442
574.753,-1.64987,0.0849338,-0.000257047
299.333,-745.83,-0.0463052,-0.0942406
730.286,-1233.6,-0.00740549,-0.155029
610.796,-1029.89,0.272144,-0.126179
-3334.95,-135.204,-0.749054,-0.0221297
-9.09598,-1242.86,-0.0204907,-0.158734
366.123,-382.263,0.373637,-0.0427812
-1777.06,-368.963,-0.277441,-0.0475669
345.483,1221.15,0.139516,0.154507
778.344,-223.33,-0.170235,-0.0247291
936.752,590.252,0.0519531,0.0746337
1288.39,796.923,0.146846,0.101547
-1051.39,-465.54,0.0998532,-0.05294
-348.756,317.613,-0.145259,0.0401068
-1355.72,-1589.31,-0.577959,-0.162402
362.389,296.845,0.207432,0.0369644
-697.899,-1545.97,-0.146826,-0.197001
-715.13,-440.427,-0.0105888,-0.055493
-170.604,399.825,-0.0847043,0.0508976
-378.517,-1479.28,-0.208767,-0.183165
181.512,983.153,0.404612,0.102781
-484.885,-174.561,-0.0720719,-0.0223582
1670.6,-16.9802,0.410705,-0.0022464
-168.909,-529.98,0.0182019,-0.06753
-425.785,1375.4,-0.0985494,0.175304
940.282,-1418.36,0.185379,-0.180502
-3852.31,-1464.46,-1.14699,-0.15924
-1016.93,1694.52,-0.147239,0.216503
840.326,-1112.69,0.0400585,-0.140838
-749.714,-653.824,-0.111719,-0.0836487
1735.13,-92.6555,0.171944,-0.0115361
61.8718,-730.184,0.0552768,-0.0931216
-1852.57,1703.92,-0.248106,0.217644
1968.58,-1412.33,0.443843,-0.174156
327.117,1684.58,0.196067,0.20865
-2158,1293.84,-0.294899,0.165463
-3724.94,-1510.43,-1.10816,-0.143183
-942.789,-908.295,-0.0918425,-0.115745
1524.33,1586.45,0.169222,0.20204
1625.73,-716.044,0.254277,-0.0919536
2639.67,-804.023,0.484321,-0.109178
1570.75,361.125,0.191378,0.0460431
-1862.07,213.94,-0.247677,0.0274223
749.103,331.303,0.16253,0.0423012
847.758,1489.59,0.085492,0.190061
2683.39,1028.66,0.80983,0.115064
866.963,1643.66,0.345094,0.195068
-1713.33,225.523,-0.141051,0.0278635
-1767.48,-1695.47,-0.202144,-0.216331
-659.95,613.577,-0.106208,0.0783657
-543.814,686.384,-0.0599127,0.0876954
-799.698,-87.6711,-0.130172,-0.0112176
-2754.5,650.872,-0.908501,0.0718459
574.172,1437.21,0.300947,0.17159
-2750.87,-1593.49,-0.683917,-0.179405
1833.02,-1024.41,0.250826,-0.131263
-825.94,-1538.17,0.021363,-0.191297
737.216,1024.78,0.0354956,0.130021
-1625.71,-1212.71,-0.26461,-0.155128
-25.3299,456.174,-0.127131,0.05722
-418.649,-1326.01,-0.179242,-0.166442
-1903.41,-483.04,-0.266185,-0.0620782
-1874.37,158.293,-0.311731,0.0204937
-709.568,1584.4,-0.150335,0.201641
1517.75,1487.32,0.204695,0.190067
-2056.47,-1623.58,-0.253277,-0.207524
875.057,1011.03,0.0959428,0.129009
-251.436,-1023.59,-0.0189482,-0.130807
-1090.55,-1342.53,-0.195605,-0.17129
1781.81,-17.3613,0.259257,-0.00223074
2882.1,1741.93,0.937593,0.128958
375.914,1004.44,-0.290509,0.107733
465.816,-852.132,0.107416,-0.108757
1302.19,-931.563,0.348272,-0.115993
-96.158,-1250.17,-0.0265483,-0.159766
-1128.85,801.409,-0.134149,0.102282
1344.55,-852.634,0.138505,-0.108377
2212.55,-1451.55,0.63609,-0.161089
-1507.68,-56.0434,-0.312257,-0.00723685
-125.605,1293.8,0.0148095,0.1651
1964.89,-206.169,0.237937,-0.0262133
-278.291,-1320.46,-0.0183633,-0.168632
576.697,-1325.53,0.038913,-0.168981
-98.5937,-1081.77,-0.0333956,-0.138189
640.282,303.435,0.412546,0.0343753
116.1,-972.367,0.420442,-0.098176
-3128.25,-539.686,-0.897785,-0.0749163
2425.55,699.356,0.502927,0.09233
-2447.38,-111.782,-0.423345,-0.0152205
161.548,1165.15,0.367651,0.125986
840.675,819.771,0.207367,0.104024
1999.29,-619.44,0.240867,-0.0786745
298.055,-1424.13,0.104018,-0.180826
2300.62,-433.163,0.417953,-0.0577081
-1233.1,-638.997,-0.149229,-0.0815477
623.104,227.352,0.0387445,0.0288798
-869.971,-588.805,-0.331858,-0.0717792
20.2047,1190.09,0.0250931,0.151978
-1310.86,-652.28,-0.117301,-0.0824952
102.529,-680.86,-0.030852,-0.0867216
1368.55,-869.789,0.00124737,-0.103593
-687.442,-296.801,-0.0397823,-0.037638
-1656.55,471.259,-0.252814,0.060553
-1461.91,1396,-0.198114,0.178357
-956.006,-1400.68,-0.187269,-0.178464
1382.79,500.805,0.204991,0.0642068
-29.8158,616.265,-0.0991174,0.07789
-133.27,442.049,0.018856,0.0564155
54.0034,-937.4,0.0438441,-0.119546
-550.88,-1498.75,-0.380028,-0.168259
-1743.35,25.8207,-0.386563,0.00322669
1856.38,88.9743,0.178525,0.0110437
1573.08,-142.458,0.122754,-0.017667
1332.77,847.482,0.183306,0.108361
-51.2254,-402.381,0.054265,-0.0512077
563.049,-1364.41,0.0512718,-0.174191
328.495,761.446,-0.0656867,0.0956247
859.359,-873.167,0.0340543,-0.110176
859.511,1023.67,0.0495079,0.129826
-15.0829,-1030.5,-0.0332755,-0.131517
-465.966,-1354.08,-0.0759929,-0.173014
-1416.63,-1678.5,-0.65101,-0.153162
-1695,280.357,-0.142054,0.0347743
-58.6344,1371.43,0.188849,0.16653
-3196.31,-1561.68,-0.79505,-0.171592
2735.05,453.219,0.576068,0.0635761
20.7037,1397.96,0.0187488,0.178641
1182.43,-69.0977,0.538939,-0.00759101
-637.548,1120.03,-0.0543294,0.142909
-1367.24,-584.782,-0.0653182,-0.0720886
-285.329,543.694,-0.0489041,0.0695093
-880.664,-1026.37,0.0603741,-0.124746
-1890.17,-130.781,-0.366433,-0.0169966
-398.926,1528.88,-0.0839145,0.194935
2014.76,1462.96,0.286836,0.186849
-128.387,-1058.58,-0.00208619,-0.135183
-1749.87,1191.44,-0.346829,0.150746
-2000.69,743.171,-0.365528,0.0959049
-299.573,1571.82,-0.409815,0.161156
-138.937,-126.151,-0.00237745,-0.016145
-529.648,1697.71,-0.238686,0.206533
-36.6072,-556.999,0.00305679,-0.0711928
-498.785,697.784,-0.078746,0.0891447
1112.32,149.73,0.161728,0.0191991
-1092.42,911.804,-0.0789439,0.115507
-124.009,-579.171,0.113239,-0.0723964
-811.714,-1167.3,0.034147,-0.144608
-991.495,-1509.85,-0.222308,-0.191322
-1703.69,462.273,-0.19199,0.0587021
-1570.75,1503.87,-0.215097,0.192132
-1499.76,630.784,-0.150523,0.0798836
-2843.97,1627.39,-0.700627,0.179759
-1222.48,-863.086,0.0154127,-0.103778
289.515,-184.209,0.0845819,-0.0235327
990.932,-200.715,-0.091546,-0.0230255
-2890.33,-967.384,-0.703785,-0.128641
897.104,-795.235,-0.0420338,-0.0971418
83.4609,923.97,0.0589248,0.117708
-1615.01,-733.21,-0.188306,-0.0933686
724.99,-145.313,0.222462,-0.0183584
-995.342,1288.98,-0.112914,0.164614
-1501.15,-636.073,-0.155623,-0.0806692
-1527.79,942.009,-0.220635,0.120603
1276.83,-759.33,0.44073,-0.0903216
2184.41,1232.87,0.322973,0.158053
1617.02,1146.52,0.222686,0.146711
-885.579,781.754,-0.309501,0.0960666
-486.859,-41.6025,-0.29886,-0.00501551
-71.2654,-953.867,0.000828012,-0.121895
-1356.6,367.44,-0.108168,0.0462631
2987.14,-1118.85,0.783377,-0.141427
-483.586,1491.75,-0.0158575,0.18998
-1962.03,559.756,-0.225077,0.0707849
-867.04,734.872,-0.0116932,0.0922651
853.745,-469.158,0.192872,-0.0597988
557.412,-215.139,0.161192,-0.0273068
1787.15,706.787,0.238396,0.090555
-957.472,709.24,-0.0949917,0.0904291
-155.957,-651.555,-0.064545,-0.0830797
-1454.87,1120.18,-0.169062,0.142925
-145.594,989.663,0.0109564,0.126342
-755.006,169.564,-0.00232728,0.0213501
1621.54,137.063,0.615126,0.0151745
2306.41,453.428,0.459807,0.0600258
37.865,670.28,0.0331201,0.0855621
-2089.15,1233.36,-0.290536,0.157849
-1235.5,-1017.29,-0.174126,-0.130076
-363.118,-142.601,-0.298986,-0.0169521
-147.627,-682.311,0.0170833,-0.0870278
-159.343,1310.69,-0.250921,0.155191
-329.759,-419.282,-0.0246786,-0.0535685
513.369,1434.14,0.162092,0.181352
595.729,88.0423,0.22366,0.0109976
1062.84,1517.32,0.283989,0.189619
-3119.42,-1178.45,-0.99767,-0.121962
-1817.84,-1143.97,-0.517431,-0.13598
881.101,1571.43,0.0826535,0.200286
-868.331,877.394,-0.0686783,0.111586
786.275,-1455.81,0.0761253,-0.185763
-2575.58,263.122,-0.562946,0.0358233
308.284,-35.4525,0.145727,-0.00440814
-1343.57,1631.36,-0.24543,0.207663
-931.852,514.876,-0.101353,0.0656734
45.5334,1247.53,0.0701653,0.15861
2116.28,641.489,0.316288,0.0831337
1991.3,662.844,0.315608,0.0857223
555.854,-899.46,0.0297565,-0.114574
-1242.69,766.167,-0.174284,0.0979621
-372.067,374.377,-0.0812927,0.0478266
-1316.69,-267.052,-0.0426795,-0.0325166
-804.443,-1194.09,-0.113652,-0.152633
-1560.81,-590.199,-0.222475,-0.0756893
-176.811,537.602,0.23065,0.0630597
-1057.91,-1562.8,-0.338951,-0.19028
1809.21,-1284.86,0.68201,-0.128149
-966.161,571.664,-0.0926482,0.0727767
-1602.62,-36.4387,-0.219563,-0.00461959
-327.782,-237.795,0.0167222,-0.0301564
1921.97,659.873,0.348005,0.0851933
3299.49,449.794,0.785806,0.0711592
-1738.53,1647.24,-0.256515,0.210643
-535.745,-396.835,-0.0144737,-0.0504071
-564.717,-1225.35,-0.0958263,-0.156572
1096.13,-1578.6,0.128581,-0.201582
-459.944,-484.014,-0.0168612,-0.0616094
-2131.38,-1503.88,-0.659285,-0.161571
-572.921,1175.69,0.180788,0.136665
1829.84,1516.67,0.53958,0.174022
-974.135,691.925,-0.143073,0.0885197
-538.361,772.642,0.122415,0.0935739
694.282,1181.57,0.113104,0.150958
1502.49,255.674,0.157764,0.032437
276.388,1064.44,-0.0839949,0.133251
-464.344,-1053.43,0.0300168,-0.132961
1734.2,667.854,0.237283,0.0856483
545.011,20.5917,0.0986576,0.00262253
-1479.25,872.212,-0.117102,0.109713
1731.45,-255.84,0.144688,-0.0314453
-818.227,-574.424,-0.291194,-0.071059
-1622.63,-54.1621,-0.458948,-0.00689698
-1147.99,-64.6448,-0.0563041,-0.00805418
-187.696,-1383.21,-0.407197,-0.142706
1123.64,-1602.68,0.105181,-0.204227
1909.6,1086.3,0.266501,0.139116
553.102,1407.53,0.193462,0.176779
-463.015,627.58,-0.116064,0.0800186
-792.291,72.2633,0.115759,0.00873983
980.814,537.225,0.139356,0.0687139
574.483,1023.29,-0.016058,0.129062
-514.641,-515.829,0.077503,-0.0638241
1522.09,-788.363,0.383499,-0.0986259
-106.768,1628.84,0.0207688,0.207994
1547.76,257.452,0.281944,0.0330685
-2120.77,942.853,-0.280579,0.120742
-74.4381,-1375.94,-0.0371155,-0.175712
117.793,-353.044,0.0276959,-0.0450541
1985.22,339.79,0.233283,0.0429993
-1872.76,-857.905,-0.284723,-0.110356
1366.98,1132.6,0.147141,0.144236
-690.513,-501.243,-0.144852,-0.0639597
265.512,591.556,0.229752,0.0723409
-180.833,-271.976,-0.00334333,-0.0347698
3462.75,-1524.46,0.959439,-0.154377
554.864,-962.861,-0.0131345,-0.121513
-10.7038,1406.96,0.123525,0.1762
1359.31,1012.51,0.248401,0.129309
90.7771,1287.07,0.0303805,0.164412
1332.5,312.098,0.120791,0.0394398
1742.93,-927.946,0.655814,-0.0981682
489.227,-636.476,0.127708,-0.0811225
-1281.05,-774.817,-0.177629,-0.0990804
1343.55,-1162.28,0.205142,-0.148734
-1472.99,-1237.4,-0.173857,-0.157912
-1643.81,-558.414,-0.175171,-0.0706417
-224.979,-1614.51,0.00973092,-0.205692
-1613.71,-220.282,-0.197075,-0.0280821
-476.537,-437.546,0.31274,-0.0439955
-308.485,-1235.82,-0.00376841,-0.157602
-577.239,1533.51,-0.124788,0.19527
590.49,-1049.8,-0.272845,-0.110297
598.821,729.623,0.0850543,0.0932989
869.334,1345.19,0.50381,0.13915
1079.9,-237.087,0.15069,-0.0303084
204.034,-127.193,-0.0151891,-0.0162476
-998.231,-1703.23,-0.0899602,-0.216937
1865.7,1282.59,0.257904,0.164105
2100.01,849,0.281503,0.10896
1523.56,-1444.98,0.216436,-0.184648
19.7031,-523.848,-0.138695,-0.0652052
-1188.77,1040.8,-0.0955579,0.132054
-422.77,-1409.79,-0.081937,-0.180095
431.373,210.482,0.0161002,0.0267702
41.1892,934.423,0.125993,0.117287
-1392.93,1557.14,-0.168835,0.198867
2296.3,715.974,0.351664,0.0934917
-2855.27,-1394.25,-0.577726,-0.17763
2029.52,1356.92,0.360722,0.172236
1162.06,1487.58,0.482266,0.164358
-618.367,1312.34,-0.454982,0.136261
1124.7,422.408,0.158661,0.0540887
363.192,1332.05,0.347823,0.150804
-7.72349,-1620.39,0.0278463,-0.206698
-1565.93,-1318.73,-0.259191,-0.16847
666.839,1334.81,0.0950749,0.170577
-7.62042,337.394,0.0116114,0.0430592
-561.242,558.176,-0.483457,0.0575493
1239.15,-1459.57,0.177922,-0.186515
2053.43,912.822,0.465777,0.115149
463.542,-59.1878,0.00366302,-0.00750156
1636.28,-685.511,0.300553,-0.0879897
886.516,-1529.27,0.174593,-0.194587
-1629.08,161.015,-0.236985,0.0206655
1106.3,587.647,0.12769,0.0749751
2133.42,931.877,0.285687,0.119502
1624.67,-276.775,0.215595,-0.0353952
-1250.06,-1023.22,-0.191617,-0.130941
570.256,1636.44,0.0484846,0.208897
1786.45,1206.33,0.246363,0.154336
-53.5494,-671.429,0.124296,-0.0838812
1327.61,-927.063,0.142266,-0.117998
-534.302,422.38,0.0810804,0.0521685
-235.512,-228.215,-0.039237,-0.0291861
277.087,-154.343,0.0114159,-0.0196464
940.64,-1428.36,0.140609,-0.182454
1080.22,1730.81,0.365762,0.206264
1993.2,-900.996,0.370819,-0.11604
-889.405,-132.175,-0.133942,-0.0169663
-1757.15,-1354.56,-0.165616,-0.171582
1004.14,-405.259,0.386613,-0.04863
1199.73,-48.6346,0.162115,-0.00622194
90.1606,843.238,0.148989,0.10528
-719.157,-832.242,-0.438579,-0.0920766
1037.09,-222.06,-0.0149027,-0.0269114
-390.231,-380.699,0.00575663,-0.0483587
536.361,1389.65,-0.314458,0.139255
