x,y,tx,ty
-119.675,1716.18,0.0207484,0.21888
-561.931,298.106,-0.0184197,0.0378593
-723.332,156.282,0.000524636,0.0197528
-1435.06,1441.84,-0.125978,0.183422
-1171.02,-1031.34,-0.326808,-0.128168
1638.09,-563.507,0.235865,-0.0723931
-2086.16,476.965,-0.28916,0.0614327
-580.959,-956.73,-0.170355,-0.121184
935.863,-456.963,0.154996,-0.058535
-122.525,-655.732,-0.350225,-0.071942
-804.171,658.558,-0.0851271,0.0840294
-1456.06,-538.58,-0.264696,-0.0690104
700.51,-1310.01,-0.120686,-0.156799
-1620.83,1244,-0.252311,0.15897
-1166.98,-1048.45,-0.0448638,-0.131097
-430.748,-1279.72,0.13941,-0.154447
-3600.61,-211.744,-0.909852,-0.0412976
-739.826,-1170.3,0.178712,-0.13299
2241,1581.71,0.437242,0.197901
902.92,-855.471,0.0821149,-0.10895
-1112.11,-712.355,-0.108998,-0.0906576
-1194.13,-492.74,-0.056098,-0.0614147
2697.99,1407.52,0.773479,0.147039
465.679,745.515,-0.196263,0.086355
105.957,1619.24,0.0571896,0.206498
-1692.11,1714.15,-0.257334,0.218681
-58.9657,1049.83,-0.0214643,0.134066
2400.71,-212.662,0.754937,-0.0253327
474.532,354.074,-0.258047,0.038616
-887.56,-1459.16,-0.130123,-0.186553
1827.59,-1478.87,0.246222,-0.189035
-1070.44,-1469.99,-0.0708432,-0.186096
-559.743,-459.642,-0.091862,-0.0587116
3079.45,831.918,0.905049,0.10478
-1633.51,-649.294,-0.340263,-0.082907
-1182.16,-75.3866,-0.160252,-0.00960209
-698.225,-1383.98,-0.0582678,-0.17647
1914.1,823.168,0.225077,0.10465
881.613,-1669.24,0.128671,-0.213279
-1445.06,-751.832,-0.223322,-0.0963194
-1359.83,44.7647,-0.0984974,0.00567559
481.696,652.123,0.0512316,0.0832976
303.037,1023.42,0.0116422,0.130586
110.003,-1081.12,-0.203594,-0.129468
-1523.94,1502.74,-0.304841,0.189232
419.101,-368.576,-0.0323032,-0.0465283
-1737.56,850.551,-0.309688,0.108942
2078.39,-1515.08,0.312089,-0.193113
-2296.49,-1399.83,-0.358719,-0.17887
1372.84,1450.16,0.372742,0.177679
-262.306,230.3,0.170047,0.0278468
1478.31,-821.442,0.137722,-0.103745
-298.117,1348.39,0.0595989,0.170178
-1395.22,-1466.74,-0.310994,-0.184494
922.575,1620.66,0.107034,0.206953
-21.7206,-1630.05,0.007208,-0.208195
-1003.3,-1645.31,-0.0971653,-0.209748
-575.3,419.038,-0.137575,0.0533907
471.931,-1531.23,0.0703401,-0.195648
877.504,-936.247,0.0797918,-0.119248
1417.3,492.921,0.172628,0.0629323
-1064.63,347.676,0.0313906,0.0419475
-1433.4,272.403,-0.166693,0.0347487
-3032.14,1516.5,-0.760742,0.167567
837.08,1151.85,0.183988,0.146501
-263.894,-296.18,0.148254,-0.036038
-589.198,-813.041,-0.129631,-0.103756
-625.525,-638.474,-0.164241,-0.0811124
1805.43,-1479.17,0.455197,-0.178735
2176.01,-1024.6,0.485932,-0.129434
-1173.56,854.74,-0.13788,0.109107
-1217.67,1392.33,-0.0748119,0.176359
2040.63,-317.208,0.285723,-0.0409318
2227.33,-590.101,0.748207,-0.0654416
-2673.49,392.997,-0.502287,0.0546544
1757.2,-72.7482,0.199718,-0.00920047
-455.35,-626.78,0.29771,-0.0652316
-67.6554,-1059.82,0.119838,-0.132516
-30.7173,924.31,0.125223,0.115679
-715.502,-357.796,-0.26174,-0.0445638
1557.09,-373.008,0.207726,-0.0477099
-716.971,-1359.53,0.0765837,-0.165916
-38.4614,506.497,-0.0619551,0.0644403
270.662,-1081.32,-0.113142,-0.133961
1930.77,-1628.68,0.263739,-0.20806
1214.32,-476.531,0.164823,-0.060912
-633.864,-879.896,-0.0615079,-0.11227
-154.214,1423.74,-0.12834,0.178871
445.393,711.712,0.028489,0.0907833
-914.137,-1480.01,-0.257731,-0.185147
820.264,814.699,-0.0577937,0.0995689
1117.09,1350.69,0.104179,0.171914
874.735,810.699,0.145517,0.103631
414.977,3.71019,-0.155129,0.000492277
-798.996,-1443.06,-0.080322,-0.184102
-2648.98,-410.8,-0.516937,-0.0572836
1924.5,944.784,0.717714,0.0961343
-258.665,-646.219,-0.108457,-0.0821522
-392.162,1217.58,-0.182962,0.15212
959.301,-1348.43,0.131547,-0.172324
406.289,591.182,0.0597527,0.0755994
-2532.41,79.9578,-0.502468,0.0108298
-664.382,-633.34,-0.0638001,-0.0807646
873.105,1406.67,-0.0373116,0.173459
-429.176,1332.38,-0.0216965,0.170088
-1684.47,-56.8753,-0.201983,-0.00727081
-2087.67,-200.102,-0.48723,-0.0259838
-1075.55,-244.729,-0.0779879,-0.0309414
793.806,-1242.73,0.506563,-0.126931
2163.54,1232.16,0.467584,0.153814
-1465.18,830.081,-0.624146,0.0858881
-2611.01,856.382,-0.524736,0.114034
735.057,798.408,0.0694959,0.101843
-149.37,-1476.19,-0.00653845,-0.188516
29.2339,-625.027,0.0178802,-0.0798852
-3763.97,-1142.98,-1.00223,-0.18585
221.879,1032.06,-0.118766,0.127909
581.019,1129.6,0.0538842,0.144192
-1057.59,-574.773,-0.159685,-0.0735454
-1833.86,-986.627,-0.699224,-0.100701
1244.58,-755.577,-0.0191142,-0.0897819
737.335,1583.51,0.109107,0.202352
676.258,-828.008,0.106636,-0.105795
1749.55,287.892,0.520452,0.0347371
287.119,-1673.22,-0.0298876,-0.212642
-1379.36,1097.7,-0.270933,0.139573
-510.074,-577.528,-0.107888,-0.0736835
-1189.84,1101.28,-0.368489,0.134165
-1344.23,-416.24,-0.35169,-0.0523249
326.834,-860.945,0.051474,-0.110082
1630.21,-1047.22,0.163892,-0.132679
1740.86,996.749,0.201099,0.126902
-467.346,1092.02,-0.269512,0.132094
2280.07,1652.73,0.399016,0.208359
-933.716,-154.46,-0.14334,-0.0198261
1587.92,-382.14,0.21186,-0.0488729
1364.98,468.879,0.130525,0.0593757
1387.29,-497.201,0.0850983,-0.0617182
-557.959,1309.19,-0.0595268,0.167295
-17.0027,911.57,-0.129754,0.114075
-1291.01,-144.972,-0.11636,-0.0183539
1490.9,695.677,0.40124,0.086175
-957.285,-1533.37,-0.086039,-0.195306
-756.546,-333.928,-0.111175,-0.0426603
1629.5,200.393,0.261869,0.0258445
1772.51,1370.37,0.197136,0.174632
4.89191,1487.79,0.0133225,0.190104
1413.32,-1364.96,0.308,-0.171725
689.057,-99.2394,-0.107906,-0.0117327
1310.87,1006.55,0.0866355,0.126614
252.028,1650.55,0.05801,0.210799
-903.887,-1720.66,-0.133771,-0.219883
391.861,141.247,0.107341,0.0180211
-1582.33,327.565,-0.336983,0.041754
471.062,63.6423,-0.236137,0.00719745
-2.89744,431.329,-0.401911,0.0436605
-353.22,-1334.27,-0.0344802,-0.170423
-1077.01,-88.6205,-0.114427,-0.0113018
2018.55,1131.32,0.74002,0.111984
739.972,1294.63,0.0840665,0.165297
430.009,1133.22,-0.00201923,0.143988
-846.623,-1038.31,0.174519,-0.116293
-1139.42,-829.451,-0.363326,-0.101584
3213.29,-1248.7,0.692699,-0.175673
687.052,1249.66,0.119306,0.159614
-762.508,-985.089,-0.0186781,-0.124411
-1389.67,-498.395,-0.207957,-0.0639484
-186.24,-729.236,-0.0157447,-0.0931736
1267.3,-837.006,0.187369,-0.107096
551.312,1589.52,0.143846,0.201972
-1237.54,-523.83,-0.189491,-0.06706
-2624.72,1756.42,-0.586486,0.199785
826.052,-1314.1,0.0144613,-0.16573
35.2174,498.28,-0.00455997,0.0636753
-107.286,1061.94,-0.0479538,0.13546
1718.77,1340.59,0.245242,0.171416
-99.9446,659.87,0.0275446,0.0841289
624.878,981.949,0.0469673,0.125147
444.22,-584.602,-0.0525842,-0.0732872
-350.134,1532.78,-0.0934512,0.19512
1485.29,1621.86,0.2099,0.207482
430.311,651.516,0.322583,0.0766337
959.475,887.733,0.252324,0.111949
-804.832,-1522.83,-0.092287,-0.194449
3817.36,-1326.99,1.14361,-0.172744
-2729.07,735.615,-0.513737,0.101317
-405.807,-432.588,0.0174546,-0.0548278
1837.65,-1618.76,0.323809,-0.205133
1702.46,-989.714,0.345438,-0.126
196.675,-404.195,0.0562098,-0.0515531
1148.98,-584.585,0.116307,-0.074358
-1800.57,-731.228,-0.443521,-0.0915744
-1142.08,-848.331,-0.0642461,-0.106668
2247.39,919.846,0.441919,0.118755
441.986,-684.82,-0.0113581,-0.0868479
524.673,-650.399,0.0590059,-0.0830568
-1088.17,-1086.15,0.00825907,-0.133563
-453.145,-375.759,-0.106044,-0.0479014
-484.875,253.015,-0.110303,0.0322914
-663.383,-897.951,-0.146073,-0.114435
542.028,1661.61,-0.0786383,0.20315
-373.066,1670.23,-0.0726995,0.213152
-683.136,-1421.36,-0.177327,-0.180165
597.634,872.309,0.0469329,0.111206
-423.42,170.115,0.114872,0.0209633
-728.4,-249.583,-0.0815884,-0.0318456
806.411,-1350.68,0.373075,-0.157011
-1631.67,-657.653,-0.189008,-0.0836991
397.533,-1142.28,0.115001,-0.145302
158.471,1074.67,0.140133,0.135015
-1308.3,-272.893,-0.314368,-0.0345819
-2854.84,405.887,-0.704449,0.0564041
-414.892,452.354,-0.0172035,0.0576498
-582.957,1262.59,-0.149913,0.160291
-1182.41,142.373,0.0528512,0.016669
-1981.96,-1349.85,-0.238396,-0.172193
1583.28,685.011,0.522315,0.0802111
143.809,-45.5522,-0.0549438,-0.00579257
962.37,-1209.7,0.135073,-0.154668
-1776.89,-1640.65,-0.161505,-0.208309
-639.455,-254.123,0.173432,-0.0289763
-978.727,-928.078,-0.138742,-0.118654
-476.935,-1702.34,-0.0870385,-0.217414
-1759.05,848.611,-0.490009,0.102712
137.263,895.445,0.00511429,0.114329
1601.75,-621.407,0.244784,-0.0798407
-2738.67,1109.46,-0.686001,0.136476
512.67,1643.15,-0.0291639,0.206697
295.585,590.366,-0.0863272,0.0737396
-1132.54,-698.289,-0.0148132,-0.0859375
1966.25,-1415.56,0.233183,-0.180765
-828.763,-1313.96,-0.12021,-0.167913
-1865.63,1699.39,-0.263429,0.217066
-1403.21,-695.59,-0.0898904,-0.0866977
-1334.84,-1026.8,-0.0175341,-0.125045
239.974,880.504,0.0854835,0.112185
262.547,-1679.44,0.0474755,-0.214527
-1663.95,-41.7987,-0.253657,-0.00544632
-2196.67,-721.551,-0.556415,-0.0904338
1369.3,904.321,0.189853,0.115699
-786.44,1650.91,0.0153353,0.205303
-1524.07,347.722,-0.138354,0.0437713
2529.32,-1355.32,0.708885,-0.150394
-189.325,-1327.66,0.162243,-0.161151
-1302.74,-1500.73,0.0260864,-0.180967
1600.26,1153.88,0.555289,0.129038
1156.16,195.18,0.162062,0.0249148
-1764.99,1059.78,-0.189867,0.134601
19.0474,-1621.53,0.198132,-0.195517
3297.23,1090.99,0.851168,0.147912
-1742.06,918.851,-0.23269,0.117508
-3503.62,-1533.02,-0.858672,-0.182034
-1723.98,1603.07,-0.168939,0.203705
2247.21,1421.51,0.370226,0.180518
-2195.49,-1573.39,-0.353523,-0.199779
-422.359,1199.14,-0.243274,0.146302
420.789,1438.87,0.132864,0.182517
78.9592,1550.94,0.0628992,0.197643
16.2405,-1111.15,0.064993,-0.141305
-780.734,714.966,-0.0852099,0.0912964
100.322,-581.927,0.0213231,-0.0743085
1093.83,-1066.7,0.120501,-0.136103
1111.81,236.492,0.125694,0.0302103
2128.03,-381.863,0.649942,-0.0455839
1252.64,-1517.31,0.305194,-0.189161
-1696.21,876.169,-0.27633,0.112363
868.149,-495.706,0.312703,-0.0609891
-1268.64,-504.368,-0.586855,-0.0532928
-431.109,-244.745,0.136791,-0.0295179
399.282,-1115.23,0.0967902,-0.142209
960.263,7.49231,0.182843,0.000905423
-478.249,-375.223,-0.0270885,-0.0477475
3801.66,-644.425,1.04266,-0.116726
-1675.51,959.911,-0.257349,0.122945
3470.65,1521.19,0.91692,0.167485
2219.23,1350.79,0.34165,0.172534
715.22,178.667,0.183776,0.0226913
1025.76,1152.08,0.163853,0.147206
-1633.17,1050.98,-0.188616,0.13397
878.396,-1287.06,0.135608,-0.164512
-1397.95,730.607,-0.168668,0.093286
-827.424,413.122,-0.0787166,0.0526076
1161.47,-290.908,0.0282231,-0.035777
-1239.32,1612.53,-0.13521,0.205565
241.676,-783.373,-0.117817,-0.097014
550.84,-17.0368,0.0830928,-0.00215672
-380.695,-336.556,-0.143041,-0.0426201
1686.57,-1229.68,0.271688,-0.157267
2041.63,1239.76,0.289306,0.158706
-372.172,587.58,-0.0761351,0.0750421
1784.53,871.198,0.172534,0.109508
801.21,155.823,-0.10565,0.0184841
1852.95,1132.6,0.196294,0.143712
-1411.52,752.132,-0.160788,0.0958484
797.521,911.862,0.0152937,0.11494
-1432.64,-76.4229,-0.206991,-0.00979493
-352.45,-768.196,-0.0558485,-0.0981382
-1009.63,1690.01,-0.148939,0.21581
1684.5,-489.789,0.231513,-0.0627974
-458.73,480.528,0.322332,0.0485949
1585.75,-435.57,0.0908621,-0.0528719
-2211.12,655.667,-0.313914,0.0847752
1094.83,-230.333,0.0964722,-0.0291692
-2132.68,-684.184,-0.393888,-0.08915
1326.63,1355.53,0.186722,0.173257
3870.76,1010.19,1.15644,0.154271
-1865.11,155.417,-0.332278,0.0201062
-2042.72,1557.2,-0.662671,0.161011
-168.556,55.1706,-0.101874,0.00700651
1048.21,1530.43,0.082894,0.194371
-2461.36,-1637.2,-0.649959,-0.183362
173.601,450.504,-0.100602,0.0564443
-2650.08,1383.11,-0.687819,0.154945
173.238,-67.0684,0.0301062,-0.00851825
-2923.77,-75.5496,-0.771925,-0.0109781
2724.14,884.054,0.648057,0.115868
2042.22,626.088,0.371093,0.0812422
265.904,-407.585,0.163045,-0.0511965
1466.67,-1274.33,0.178682,-0.16273
361.043,1656.66,0.0367525,0.211595
-1925.12,-282.817,-0.234651,-0.0359732
-951.151,-1272.41,-0.0573624,-0.16119
347.367,150.382,-0.0386861,0.0189601
2307.22,-1151.5,0.34845,-0.148649
-1425.72,497.969,-0.252888,0.0637673
377.014,1317.2,0.0636032,0.168352
-4.39696,1562.29,0.0324212,0.199506
253.148,-525.367,0.355075,-0.0587523
-220.159,-349.422,0.0900296,-0.0438293
-749.021,-1599.55,-0.0420115,-0.203262
722.367,-615.794,0.042311,-0.0781864
-227.903,1561.18,0.0360032,0.198281
-175.456,1326.23,0.0568544,0.168195
-3114.59,-1719.13,-0.791254,-0.170876
-2150.55,463.252,-0.322483,0.0601929
-1212.4,852.624,-0.355804,0.105014
-763.447,-1465.89,-0.0863912,-0.187175
-953.328,482.394,-0.135478,0.0617241
2999.78,556.122,0.713918,0.0804865
-124.138,557.169,0.00248178,0.071222
376.271,-1209.86,-0.000996233,-0.153989
2898.17,1361.65,0.626046,0.170051
-1906.56,1666.97,-0.275968,0.212995
306.556,1561.96,0.00668312,0.199178
-1499.89,95.6531,-0.173953,0.0122257
-1471.29,920.095,-0.387862,0.113846
-3706.92,1066.93,-0.987073,0.166252
-1969.2,-793.35,-0.21884,-0.100177
-989.156,-495.385,-0.14043,-0.0634024
422.228,-1370.71,0.38261,-0.15009
484.862,1618.7,0.248893,0.198581
1752.3,-1269.01,0.210869,-0.161989
-1682.41,1328.85,-0.301156,0.168662
-56.9791,-270.403,-0.247281,-0.032059
38.0728,878.111,0.034117,0.112066
1643.81,-410.25,0.327293,-0.0526597
1470.47,1457.75,0.126195,0.184886
46.301,742.926,0.175534,0.0916896
1868.23,1503.51,0.226971,0.192033
1124.89,1039.09,0.13535,0.132636
-337.489,484.586,0.0276372,0.0614833
